tablename,CreateTime,LastAccessTime,Owner,numRows,rawDataSize,V1,year,month,day,date,yearmon,rawDataSize_gb,rawDataSize_gb_month,rawDataSize_gb_month_user
di_temp,Thu Jun 22 10:00:47 CEST 2017,UNKNOWN,c49335,2835,69225,, 2017,Jun , 10,2017-06-10,2017.41666666667,6.9225e-05,5987.630903194,4.469543403
di_temp,Tue Jun 13 14:47:46 CEST 2017,UNKNOWN,c49335,2836,69277,, 2017,Jun , 14,2017-06-14,2017.41666666667,6.9277e-05,5987.630903194,4.469543403
di_temp,Tue Jul 04 08:50:35 CEST 2017,UNKNOWN,c49335,2657,64405,, 2017,Jul , 08,2017-07-08,2017.5,6.4405e-05,738.290421962,0.002287877
di_temp,Thu Feb 23 10:26:02 CET 2017,UNKNOWN,c34618,20,3620,, 2017,Feb , 10,2017-02-10,2017.08333333333,3.62e-06,1958.448207358,281.449833591
di_temp,Tue Feb 07 14:28:40 CET 2017,UNKNOWN,c39188,1038,25057,, 2017,Feb , 14,2017-02-14,2017.08333333333,2.5057e-05,1958.448207358,616.664742865
di_temp,Mon Feb 06 18:08:52 CET 2017,UNKNOWN,c34618,0,0,, 2017,Feb , 18,2017-02-18,2017.08333333333,0,1958.448207358,281.449833591
di_temp,Mon Feb 20 11:21:16 CET 2017,UNKNOWN,c39188,471993,50031258,, 2017,Feb , 11,2017-02-11,2017.08333333333,0.050031258,1958.448207358,616.664742865
di_temp,Wed Apr 05 11:53:16 CEST 2017,UNKNOWN,c39188,58799873,9429896285,, 2017,Apr , 11,2017-04-11,2017.25,9.429896285,5976.843447603,326.543019021
di_temp,Fri Apr 07 09:49:41 CEST 2017,UNKNOWN,c39188,58799873,9429896285,, 2017,Apr , 09,2017-04-09,2017.25,9.429896285,5976.843447603,326.543019021
di_temp,Wed Mar 29 14:07:52 CEST 2017,UNKNOWN,c39188,58799873,9429896285,, 2017,Mar , 14,2017-03-14,2017.16666666667,9.429896285,16032.951134725,675.714324707
di_temp,Wed Mar 29 14:36:38 CEST 2017,UNKNOWN,c39188,6038225,11431497599,, 2017,Mar , 14,2017-03-14,2017.16666666667,11.431497599,16032.951134725,675.714324707
di_temp,Tue Apr 04 17:27:58 CEST 2017,UNKNOWN,c39188,6038225,854550454,, 2017,Apr , 17,2017-04-17,2017.25,0.854550454,5976.843447603,326.543019021
di_temp,Tue Apr 04 22:34:01 CEST 2017,UNKNOWN,c39188,59626499,9220042505,, 2017,Apr , 22,2017-04-22,2017.25,9.220042505,5976.843447603,326.543019021
di_temp,Tue Apr 04 20:50:01 CEST 2017,UNKNOWN,c39188,0,0,, 2017,Apr , 20,2017-04-20,2017.25,0,5976.843447603,326.543019021
di_temp,Tue Apr 04 20:53:05 CEST 2017,UNKNOWN,c39188,0,0,, 2017,Apr , 20,2017-04-20,2017.25,0,5976.843447603,326.543019021
di_temp,Tue Apr 04 21:40:29 CEST 2017,UNKNOWN,c39188,40826534,13595235822,, 2017,Apr , 21,2017-04-21,2017.25,13.595235822,5976.843447603,326.543019021
di_temp,Tue Apr 04 21:50:58 CEST 2017,UNKNOWN,c39188,10716304,3557812928,, 2017,Apr , 21,2017-04-21,2017.25,3.557812928,5976.843447603,326.543019021
di_temp,Tue Apr 04 21:59:45 CEST 2017,UNKNOWN,c39188,3537526,1174458632,, 2017,Apr , 21,2017-04-21,2017.25,1.174458632,5976.843447603,326.543019021
di_temp,Tue Apr 04 22:04:42 CEST 2017,UNKNOWN,c39188,3537526,1174458632,, 2017,Apr , 22,2017-04-22,2017.25,1.174458632,5976.843447603,326.543019021
di_temp,Tue Apr 04 22:12:07 CEST 2017,UNKNOWN,c39188,1203494,399560008,, 2017,Apr , 22,2017-04-22,2017.25,0.399560008,5976.843447603,326.543019021
di_temp,Tue Apr 04 22:17:21 CEST 2017,UNKNOWN,c39188,318584,105451304,, 2017,Apr , 22,2017-04-22,2017.25,0.105451304,5976.843447603,326.543019021
di_temp,Tue Apr 04 21:44:05 CEST 2017,UNKNOWN,c39188,40826534,18412766834,, 2017,Apr , 21,2017-04-21,2017.25,18.412766834,5976.843447603,326.543019021
di_temp,Tue Apr 04 21:54:04 CEST 2017,UNKNOWN,c39188,10716304,4822336800,, 2017,Apr , 21,2017-04-21,2017.25,4.8223368,5976.843447603,326.543019021
di_temp,Tue Apr 04 20:37:52 CEST 2017,UNKNOWN,c39188,0,0,, 2017,Apr , 20,2017-04-20,2017.25,0,5976.843447603,326.543019021
di_temp,Tue Apr 04 22:06:15 CEST 2017,UNKNOWN,c39188,3537526,1591886700,, 2017,Apr , 22,2017-04-22,2017.25,1.5918867,5976.843447603,326.543019021
di_temp,Tue Apr 04 22:13:30 CEST 2017,UNKNOWN,c39188,1203494,541572300,, 2017,Apr , 22,2017-04-22,2017.25,0.5415723,5976.843447603,326.543019021
di_temp,Tue Apr 04 22:18:06 CEST 2017,UNKNOWN,c39188,318584,143044216,, 2017,Apr , 22,2017-04-22,2017.25,0.143044216,5976.843447603,326.543019021
di_temp,Tue Apr 04 22:18:58 CEST 2017,UNKNOWN,c39188,56602442,25511606850,, 2017,Apr , 22,2017-04-22,2017.25,25.51160685,5976.843447603,326.543019021
di_temp,Wed Apr 05 11:03:37 CEST 2017,UNKNOWN,c45301,56602435,55979808215,, 2017,Apr , 11,2017-04-11,2017.25,55.979808215,5976.843447603,5232.047737162
di_temp,Tue Apr 04 20:47:46 CEST 2017,UNKNOWN,c39188,0,0,, 2017,Apr , 20,2017-04-20,2017.25,0,5976.843447603,326.543019021
di_temp,Sun Mar 19 20:40:30 CET 2017,UNKNOWN,c45301,6465028,12833734750,, 2017,Mar , 20,2017-03-20,2017.16666666667,12.83373475,16032.951134725,123.22682012
di_temp,Sun Mar 19 17:27:30 CET 2017,UNKNOWN,c45301,24136712,4451417076,, 2017,Mar , 17,2017-03-17,2017.16666666667,4.451417076,16032.951134725,123.22682012
di_temp,Tue Apr 04 21:26:41 CEST 2017,UNKNOWN,c39188,56628560,18857310480,, 2017,Apr , 21,2017-04-21,2017.25,18.85731048,5976.843447603,326.543019021
di_temp,Tue Apr 04 21:47:19 CEST 2017,UNKNOWN,c39188,15802026,5246272632,, 2017,Apr , 21,2017-04-21,2017.25,5.246272632,5976.843447603,326.543019021
di_temp,Tue Apr 04 21:57:56 CEST 2017,UNKNOWN,c39188,5085722,1688459704,, 2017,Apr , 21,2017-04-21,2017.25,1.688459704,5976.843447603,326.543019021
di_temp,Tue Apr 04 22:02:35 CEST 2017,UNKNOWN,c39188,5085722,1688459704,, 2017,Apr , 22,2017-04-22,2017.25,1.688459704,5976.843447603,326.543019021
di_temp,Tue Apr 04 22:10:50 CEST 2017,UNKNOWN,c39188,1548196,513955337,, 2017,Apr , 22,2017-04-22,2017.25,0.513955337,5976.843447603,326.543019021
di_temp,Tue Apr 04 22:16:30 CEST 2017,UNKNOWN,c39188,344702,114309451,, 2017,Apr , 22,2017-04-22,2017.25,0.114309451,5976.843447603,326.543019021
di_temp,Tue Apr 04 20:52:43 CEST 2017,UNKNOWN,c39188,10271321,1961822311,, 2017,Apr , 20,2017-04-20,2017.25,1.961822311,5976.843447603,326.543019021
di_temp,Tue Apr 04 15:50:20 CEST 2017,UNKNOWN,c39188,152289,44316099,, 2017,Apr , 15,2017-04-15,2017.25,0.044316099,5976.843447603,326.543019021
di_temp,Mon Apr 03 19:56:36 CEST 2017,UNKNOWN,c39188,547304,30965251,, 2017,Apr , 19,2017-04-19,2017.25,0.030965251,5976.843447603,326.543019021
di_temp,Wed Mar 29 14:10:26 CEST 2017,UNKNOWN,c39188,547304,30968582,, 2017,Mar , 14,2017-03-14,2017.16666666667,0.030968582,16032.951134725,675.714324707
di_temp,Tue Apr 04 14:49:28 CEST 2017,UNKNOWN,c39188,254515,26199308,, 2017,Apr , 14,2017-04-14,2017.25,0.026199308,5976.843447603,326.543019021
di_temp,Tue Apr 04 14:50:21 CEST 2017,UNKNOWN,c39188,255597,28098251,, 2017,Apr , 14,2017-04-14,2017.25,0.028098251,5976.843447603,326.543019021
di_temp,Tue Apr 04 15:50:01 CEST 2017,UNKNOWN,c39188,19193169,17059315985,, 2017,Apr , 15,2017-04-15,2017.25,17.059315985,5976.843447603,326.543019021
di_temp,Tue Apr 04 15:46:25 CEST 2017,UNKNOWN,c39188,28122742,6103730283,, 2017,Apr , 15,2017-04-15,2017.25,6.103730283,5976.843447603,326.543019021
di_temp,Fri Mar 31 13:56:48 CEST 2017,UNKNOWN,c39188,30304662,6515943246,, 2017,Mar , 13,2017-03-13,2017.16666666667,6.515943246,16032.951134725,675.714324707
di_temp,Wed Mar 29 14:09:09 CEST 2017,UNKNOWN,c39188,27673339,6016541260,, 2017,Mar , 14,2017-03-14,2017.16666666667,6.01654126,16032.951134725,675.714324707
di_temp,Wed Mar 29 14:50:23 CEST 2017,UNKNOWN,c39188,3068252,7231626936,, 2017,Mar , 14,2017-03-14,2017.16666666667,7.231626936,16032.951134725,675.714324707
di_temp,Tue Apr 04 15:45:11 CEST 2017,UNKNOWN,c39188,3068252,594576340,, 2017,Apr , 15,2017-04-15,2017.25,0.59457634,5976.843447603,326.543019021
di_temp,Mon Apr 03 22:58:53 CEST 2017,UNKNOWN,c43180,,0,, 2017,Apr , 22,2017-04-22,2017.25,0,5976.843447603,3.6e-08
di_temp,Tue Apr 04 10:34:31 CEST 2017,UNKNOWN,c39188,3105523,9021678388,, 2017,Apr , 10,2017-04-10,2017.25,9.021678388,5976.843447603,326.543019021
di_temp,Wed Apr 05 11:58:04 CEST 2017,UNKNOWN,c39188,2401,242501,, 2017,Apr , 11,2017-04-11,2017.25,0.000242501,5976.843447603,326.543019021
di_temp,Wed Apr 05 11:57:46 CEST 2017,UNKNOWN,c39188,918308,94585724,, 2017,Apr , 11,2017-04-11,2017.25,0.094585724,5976.843447603,326.543019021
di_temp,Wed Apr 05 11:54:21 CEST 2017,UNKNOWN,c39188,16042948,1637821481,, 2017,Apr , 11,2017-04-11,2017.25,1.637821481,5976.843447603,326.543019021
di_temp,Tue Apr 04 15:50:47 CEST 2017,UNKNOWN,c39188,14735643,13216560337,, 2017,Apr , 15,2017-04-15,2017.25,13.216560337,5976.843447603,326.543019021
di_temp,Tue Apr 04 16:59:12 CEST 2017,UNKNOWN,c39188,16298545,1664136669,, 2017,Apr , 16,2017-04-16,2017.25,1.664136669,5976.843447603,326.543019021
di_temp,Tue Apr 04 15:51:09 CEST 2017,UNKNOWN,c39188,4457526,3959573085,, 2017,Apr , 15,2017-04-15,2017.25,3.959573085,5976.843447603,326.543019021
di_temp,Tue Apr 04 15:51:39 CEST 2017,UNKNOWN,c39188,129590112,131060728999,, 2017,Apr , 15,2017-04-15,2017.25,131.060728999,5976.843447603,326.543019021
di_temp,Tue Apr 04 15:52:32 CEST 2017,UNKNOWN,c39188,1963212,1765083420,, 2017,Apr , 15,2017-04-15,2017.25,1.76508342,5976.843447603,326.543019021
di_temp,Mon Apr 03 20:11:03 CEST 2017,UNKNOWN,c39188,16298545,1778220495,, 2017,Apr , 20,2017-04-20,2017.25,1.778220495,5976.843447603,326.543019021
di_temp,Mon Apr 03 19:47:22 CEST 2017,UNKNOWN,c39188,16319596,1666367177,, 2017,Apr , 19,2017-04-19,2017.25,1.666367177,5976.843447603,326.543019021
di_temp,Mon Apr 03 20:48:03 CEST 2017,UNKNOWN,c39188,16042948,1637821481,, 2017,Apr , 20,2017-04-20,2017.25,1.637821481,5976.843447603,326.543019021
di_temp,Tue Mar 28 12:07:46 CEST 2017,UNKNOWN,c39188,13380010,284811759,, 2017,Mar , 12,2017-03-12,2017.16666666667,0.284811759,16032.951134725,675.714324707
di_temp,Mon Feb 06 18:01:54 CET 2017,UNKNOWN,c34618,0,0,, 2017,Feb , 18,2017-02-18,2017.08333333333,0,1958.448207358,281.449833591
di_temp,Fri Feb 03 08:47:28 CET 2017,UNKNOWN,c34618,0,0,, 2017,Feb , 08,2017-02-08,2017.08333333333,0,1958.448207358,281.449833591
di_temp,Wed Jun 07 14:12:12 CEST 2017,UNKNOWN,c35612,71169343,2551258049,, 2017,Jun , 14,2017-06-14,2017.41666666667,2.551258049,5987.630903194,37.985540224
di_temp,Wed Jun 07 15:17:14 CEST 2017,UNKNOWN,c35612,752157325,26953045484,, 2017,Jun , 15,2017-06-15,2017.41666666667,26.953045484,5987.630903194,37.985540224
di_temp,Wed Jun 07 15:25:17 CEST 2017,UNKNOWN,c35612,73392702,7655385506,, 2017,Jun , 15,2017-06-15,2017.41666666667,7.655385506,5987.630903194,37.985540224
di_temp,Wed Jun 07 11:28:11 CEST 2017,UNKNOWN,c35612,37253,2556176,, 2017,Jun , 11,2017-06-11,2017.41666666667,0.002556176,5987.630903194,37.985540224
di_temp,Tue Jun 13 11:58:17 CEST 2017,UNKNOWN,c35612,2,288,, 2017,Jun , 11,2017-06-11,2017.41666666667,2.88e-07,5987.630903194,37.985540224
di_temp,Thu Jun 22 10:11:04 CEST 2017,UNKNOWN,c35612,,0,, 2017,Jun , 10,2017-06-10,2017.41666666667,0,5987.630903194,37.985540224
di_temp,Wed Apr 19 17:41:00 CEST 2017,UNKNOWN,c35612,,0,, 2017,Apr , 17,2017-04-17,2017.25,0,5976.843447603,0
di_temp,Thu Jul 13 10:02:57 CEST 2017,UNKNOWN,c35612,,0,, 2017,Jul , 10,2017-07-10,2017.5,0,738.290421962,39.62169948
di_temp,Wed Jul 12 15:39:32 CEST 2017,UNKNOWN,c46576,294212762,15543362688,, 2017,Jul , 15,2017-07-15,2017.5,15.543362688,738.290421962,15.543362688
di_temp,Fri Jun 16 17:45:52 CEST 2017,UNKNOWN,c46576,0,0,, 2017,Jun , 17,2017-06-17,2017.41666666667,0,5987.630903194,0
di_temp,Tue Jul 11 12:20:58 CEST 2017,UNKNOWN,c43180,,0,, 2017,Jul , 12,2017-07-12,2017.5,0,738.290421962,0
di_temp,Fri May 26 16:04:25 CEST 2017,UNKNOWN,c46576,182667163,16955939167,, 2017,May , 16,2017-05-16,2017.33333333333,16.955939167,7625.391561815,16.955939167
di_temp,Wed Feb 15 14:14:52 CET 2017,UNKNOWN,c34618,0,0,, 2017,Feb , 14,2017-02-14,2017.08333333333,0,1958.448207358,281.449833591
di_temp,Mon Feb 20 11:31:48 CET 2017,UNKNOWN,c39188,229,11130,, 2017,Feb , 11,2017-02-11,2017.08333333333,1.113e-05,1958.448207358,616.664742865
di_temp,Tue Jun 13 14:38:52 CEST 2017,UNKNOWN,c39188,253283,5129731,, 2017,Jun , 14,2017-06-14,2017.41666666667,0.005129731,5987.630903194,251.087790934
di_temp,Thu Apr 20 11:02:31 CEST 2017,UNKNOWN,c39188,39433,16995623,, 2017,Apr , 11,2017-04-11,2017.25,0.016995623,5976.843447603,326.543019021
di_temp,Tue Jun 13 17:00:57 CEST 2017,UNKNOWN,c39188,138858551,3451922967,, 2017,Jun , 17,2017-06-17,2017.41666666667,3.451922967,5987.630903194,251.087790934
di_temp,Tue Jun 13 15:51:01 CEST 2017,UNKNOWN,c39188,236591666,5845074230,, 2017,Jun , 15,2017-06-15,2017.41666666667,5.84507423,5987.630903194,251.087790934
di_temp,Mon Feb 20 13:41:07 CET 2017,UNKNOWN,c39188,192383358,4302388479,, 2017,Feb , 13,2017-02-13,2017.08333333333,4.302388479,1958.448207358,616.664742865
di_temp,Tue Jun 13 15:33:09 CEST 2017,UNKNOWN,c39188,517200,17853037,, 2017,Jun , 15,2017-06-15,2017.41666666667,0.017853037,5987.630903194,251.087790934
di_temp,Tue Jun 13 17:37:51 CEST 2017,UNKNOWN,c39188,520336,109250530,, 2017,Jun , 17,2017-06-17,2017.41666666667,0.10925053,5987.630903194,251.087790934
di_temp,Mon Mar 27 12:09:36 CEST 2017,UNKNOWN,c39188,450609807,9923168712,, 2017,Mar , 12,2017-03-12,2017.16666666667,9.923168712,16032.951134725,675.714324707
di_temp,Mon Mar 27 12:12:38 CEST 2017,UNKNOWN,c39188,76527020,2311404504,, 2017,Mar , 12,2017-03-12,2017.16666666667,2.311404504,16032.951134725,675.714324707
di_temp,Mon Mar 27 12:20:25 CEST 2017,UNKNOWN,c39188,4630573586,203915940633,, 2017,Mar , 12,2017-03-12,2017.16666666667,203.915940633,16032.951134725,675.714324707
di_temp,Mon Mar 27 14:47:56 CEST 2017,UNKNOWN,c39188,4532925677,209896494783,, 2017,Mar , 14,2017-03-14,2017.16666666667,209.896494783,16032.951134725,675.714324707
di_temp,Mon Mar 27 15:00:59 CEST 2017,UNKNOWN,c39188,4447038910,206109929903,, 2017,Mar , 15,2017-03-15,2017.16666666667,206.109929903,16032.951134725,675.714324707
di_temp,Tue Jun 13 16:02:21 CEST 2017,UNKNOWN,c39188,520336,20225022,, 2017,Jun , 16,2017-06-16,2017.41666666667,0.020225022,5987.630903194,251.087790934
di_temp,Tue Mar 21 11:13:02 CET 2017,UNKNOWN,c39188,3372,139914,, 2017,Mar , 11,2017-03-11,2017.16666666667,0.000139914,16032.951134725,675.714324707
di_temp,Thu Feb 23 11:04:49 CET 2017,UNKNOWN,c34618,20,4760,, 2017,Feb , 11,2017-02-11,2017.08333333333,4.76e-06,1958.448207358,281.449833591
di_temp,Thu Mar 02 00:16:29 CET 2017,UNKNOWN,yu0073,,0,, 2017,Mar , 00,,,0,9.542475972,0.581038242
di_temp,Wed Feb 08 13:54:29 CET 2017,UNKNOWN,yu0073,,0,, 2017,Feb , 13,2017-02-13,2017.08333333333,0,1958.448207358,709.691306283
di_temp,Thu Feb 09 16:36:55 CET 2017,UNKNOWN,yu0073,,0,, 2017,Feb , 16,2017-02-16,2017.08333333333,0,1958.448207358,709.691306283
di_temp,Thu Feb 09 17:32:24 CET 2017,UNKNOWN,yu0073,,0,, 2017,Feb , 17,2017-02-17,2017.08333333333,0,1958.448207358,709.691306283
di_temp,Fri Feb 10 14:53:53 CET 2017,UNKNOWN,yu0073,,0,, 2017,Feb , 14,2017-02-14,2017.08333333333,0,1958.448207358,709.691306283
di_temp,Fri Feb 10 15:10:57 CET 2017,UNKNOWN,yu0073,,0,, 2017,Feb , 15,2017-02-15,2017.08333333333,0,1958.448207358,709.691306283
di_temp,Thu Feb 09 16:52:38 CET 2017,UNKNOWN,yu0073,,0,, 2017,Feb , 16,2017-02-16,2017.08333333333,0,1958.448207358,709.691306283
di_temp,Tue Apr 11 18:02:42 CEST 2017,UNKNOWN,yu0073,0,0,, 2017,Apr , 18,2017-04-18,2017.25,0,5976.843447603,0
di_temp,Wed Jan 18 15:03:43 CET 2017,UNKNOWN,c45301,0,0,, 2017,Jan , 15,2017-01-15,2017,0,35644.555435314,32166.1825602
di_temp,Wed Jul 12 16:30:40 CEST 2017,UNKNOWN,c44992,205799673,19473341109,, 2017,Jul , 16,2017-07-16,2017.5,19.473341109,738.290421962,68.193028104
di_temp,Wed Jul 12 16:31:53 CEST 2017,UNKNOWN,c44992,205799673,27705328029,, 2017,Jul , 16,2017-07-16,2017.5,27.705328029,738.290421962,68.193028104
di_temp,Mon Jan 23 16:56:46 CET 2017,UNKNOWN,c39188,446324,24299188,, 2017,Jan , 16,2017-01-16,2017,0.024299188,35644.555435314,383.610888461
di_temp,Wed Jul 12 16:21:26 CEST 2017,UNKNOWN,c44992,10,700,, 2017,Jul , 16,2017-07-16,2017.5,7e-07,738.290421962,68.193028104
di_temp,Wed Jul 12 16:23:02 CEST 2017,UNKNOWN,c44992,10,900,, 2017,Jul , 16,2017-07-16,2017.5,9e-07,738.290421962,68.193028104
di_temp,Mon May 08 14:32:24 CEST 2017,UNKNOWN,c43180,1032672777,251586092523,, 2017,May , 14,2017-05-14,2017.33333333333,251.586092523,7625.391561815,260.090830802
di_temp,Wed May 03 15:11:53 CEST 2017,UNKNOWN,c43180,190317342,8478102362,, 2017,May , 15,2017-05-15,2017.33333333333,8.478102362,7625.391561815,260.090830802
di_temp,Tue May 23 10:10:08 CEST 2017,UNKNOWN,c41934,45162345,52427747494,, 2017,May , 10,2017-05-10,2017.33333333333,52.427747494,7625.391561815,5440.246024614
di_temp,Mon May 22 12:57:33 CEST 2017,UNKNOWN,c41934,7811850,1213688760,, 2017,May , 12,2017-05-12,2017.33333333333,1.21368876,7625.391561815,5440.246024614
di_temp,Mon May 22 14:00:37 CEST 2017,UNKNOWN,c41934,13093504,3888770688,, 2017,May , 14,2017-05-14,2017.33333333333,3.888770688,7625.391561815,5440.246024614
di_temp,Thu Jul 13 16:24:03 CEST 2017,UNKNOWN,c44992,,0,, 2017,Jul , 16,2017-07-16,2017.5,0,738.290421962,68.193028104
di_temp,Thu Jul 13 16:24:11 CEST 2017,UNKNOWN,c44992,10,802,, 2017,Jul , 16,2017-07-16,2017.5,8.02e-07,738.290421962,68.193028104
di_temp,Fri Jul 14 13:00:41 CEST 2017,UNKNOWN,c44992,1484684,189251016,, 2017,Jul , 13,2017-07-13,2017.5,0.189251016,738.290421962,68.193028104
di_temp,Tue Feb 14 15:10:28 CET 2017,UNKNOWN,c39188,163,7628,, 2017,Feb , 15,2017-02-15,2017.08333333333,7.628e-06,1958.448207358,616.664742865
di_temp,Mon Jun 12 13:01:29 CEST 2017,UNKNOWN,c39188,3236598434,241044364136,, 2017,Jun , 13,2017-06-13,2017.41666666667,241.044364136,5987.630903194,251.087790934
di_temp,Mon Jan 23 17:28:32 CET 2017,UNKNOWN,c39188,3538471512,383373390524,, 2017,Jan , 17,2017-01-17,2017,383.373390524,35644.555435314,383.610888461
di_temp,Thu Feb 02 17:49:05 CET 2017,UNKNOWN,c39188,2775033953,153564900944,, 2017,Feb , 17,2017-02-17,2017.08333333333,153.564900944,1958.448207358,616.664742865
di_temp,Thu Feb 09 17:05:49 CET 2017,UNKNOWN,c39188,796,36557,, 2017,Feb , 17,2017-02-17,2017.08333333333,3.6557e-05,1958.448207358,616.664742865
di_temp,Thu Feb 09 13:08:49 CET 2017,UNKNOWN,c39188,322,20752,, 2017,Feb , 13,2017-02-13,2017.08333333333,2.0752e-05,1958.448207358,616.664742865
di_temp,Fri Feb 10 14:48:58 CET 2017,UNKNOWN,c39188,1302,89840,, 2017,Feb , 14,2017-02-14,2017.08333333333,8.984e-05,1958.448207358,616.664742865
di_temp,Fri Mar 24 16:44:29 CET 2017,UNKNOWN,c39188,572175,22216581,, 2017,Mar , 16,2017-03-16,2017.16666666667,0.022216581,16032.951134725,675.714324707
di_temp,Fri Feb 03 18:13:27 CET 2017,UNKNOWN,C44826,35887,430644,, 2017,Feb , 18,2017-02-18,2017.08333333333,0.000430644,1958.448207358,0.000430644
di_temp,Mon May 22 14:12:34 CEST 2017,UNKNOWN,c41934,2304989667,5376655536865,, 2017,May , 14,2017-05-14,2017.33333333333,5376.655536865,7625.391561815,5440.246024614
di_temp,Thu Feb 23 16:09:26 CET 2017,UNKNOWN,c34618,,0,, 2017,Feb , 16,2017-02-16,2017.08333333333,0,1958.448207358,281.449833591
di_temp,Tue May 16 20:31:02 CEST 2017,UNKNOWN,c43180,,0,, 2017,May , 20,2017-05-20,2017.33333333333,0,7625.391561815,260.090830802
di_temp,Tue May 09 18:22:19 CEST 2017,UNKNOWN,c43180,,0,, 2017,May , 18,2017-05-18,2017.33333333333,0,7625.391561815,260.090830802
di_temp,Wed Mar 29 12:59:29 CEST 2017,UNKNOWN,c45191,,0,, 2017,Mar , 12,2017-03-12,2017.16666666667,0,16032.951134725,0
di_temp,Thu Mar 23 14:45:15 CET 2017,UNKNOWN,c45191,0,0,, 2017,Mar , 14,2017-03-14,2017.16666666667,0,16032.951134725,0
di_temp,Mon Jan 23 11:09:03 CET 2017,UNKNOWN,c34618,0,0,, 2017,Jan , 11,2017-01-11,2017,0,35644.555435314,3093.41442856
di_temp,Mon Jan 23 12:10:05 CET 2017,UNKNOWN,c45301,0,0,, 2017,Jan , 12,2017-01-12,2017,0,35644.555435314,32166.1825602
di_temp,Mon Jan 23 22:51:20 CET 2017,UNKNOWN,c45301,0,0,, 2017,Jan , 22,2017-01-22,2017,0,35644.555435314,32166.1825602
di_temp,Thu Feb 09 23:04:16 CET 2017,UNKNOWN,yu0073,10335,591912,, 2017,Feb , 23,2017-02-23,2017.08333333333,0.000591912,1958.448207358,709.691306283
di_temp,Tue May 09 15:42:50 CEST 2017,UNKNOWN,yu0073,1909461,176004653,, 2017,May , 15,2017-05-15,2017.33333333333,0.176004653,7625.391561815,1442.853247408
di_temp,Tue May 09 15:06:22 CEST 2017,UNKNOWN,yu0073,126591,4320174,, 2017,May , 15,2017-05-15,2017.33333333333,0.004320174,7625.391561815,1442.853247408
di_temp,Mon Jan 23 15:11:17 CET 2017,UNKNOWN,c45301,3148787792,223944924663,, 2017,Jan , 15,2017-01-15,2017,223.944924663,35644.555435314,32166.1825602
di_temp,Tue Mar 28 18:17:52 CEST 2017,UNKNOWN,c45301,263296454,7670726382,, 2017,Mar , 18,2017-03-18,2017.16666666667,7.670726382,16032.951134725,123.22682012
di_temp,Mon Jan 23 15:22:08 CET 2017,UNKNOWN,c45301,192805691,5579671055,, 2017,Jan , 15,2017-01-15,2017,5.579671055,35644.555435314,32166.1825602
di_temp,Thu Jan 19 00:52:15 CET 2017,UNKNOWN,c45301,0,0,, 2017,Jan , 00,,,0,9.542475972,0
di_temp,Fri Feb 10 12:04:11 CET 2017,UNKNOWN,yu0073,1315764681,74559034312,, 2017,Feb , 12,2017-02-12,2017.08333333333,74.559034312,1958.448207358,709.691306283
di_temp,Sat Jan 28 21:41:15 CET 2017,UNKNOWN,c34618,483527149,315934424003,, 2017,Jan , 21,2017-01-21,2017,315.934424003,35644.555435314,3093.41442856
di_temp,Thu Jan 19 01:05:46 CET 2017,UNKNOWN,c45301,0,0,, 2017,Jan , 01,2017-01-01,2017,0,35644.555435314,32166.1825602
di_temp,Fri Feb 10 12:34:05 CET 2017,UNKNOWN,yu0073,1494776408,94757045637,, 2017,Feb , 12,2017-02-12,2017.08333333333,94.757045637,1958.448207358,709.691306283
di_temp,Sat Jan 28 21:42:46 CET 2017,UNKNOWN,c34618,723911574,472714257822,, 2017,Jan , 21,2017-01-21,2017,472.714257822,35644.555435314,3093.41442856
di_temp,Thu Jan 19 01:08:25 CET 2017,UNKNOWN,c45301,0,0,, 2017,Jan , 01,2017-01-01,2017,0,35644.555435314,32166.1825602
di_temp,Fri Feb 10 12:58:08 CET 2017,UNKNOWN,yu0073,1929964130,122817761570,, 2017,Feb , 12,2017-02-12,2017.08333333333,122.81776157,1958.448207358,709.691306283
di_temp,Sat Jan 28 21:44:06 CET 2017,UNKNOWN,c34618,792690164,517626677092,, 2017,Jan , 21,2017-01-21,2017,517.626677092,35644.555435314,3093.41442856
di_temp,Thu Jan 19 01:07:15 CET 2017,UNKNOWN,c45301,0,0,, 2017,Jan , 01,2017-01-01,2017,0,35644.555435314,32166.1825602
di_temp,Fri Feb 10 13:21:21 CET 2017,UNKNOWN,yu0073,2034385684,131168636736,, 2017,Feb , 13,2017-02-13,2017.08333333333,131.168636736,1958.448207358,709.691306283
di_temp,Sat Jan 28 21:45:34 CET 2017,UNKNOWN,c34618,848860223,554305725619,, 2017,Jan , 21,2017-01-21,2017,554.305725619,35644.555435314,3093.41442856
di_temp,Wed Jan 18 23:51:00 CET 2017,UNKNOWN,c45301,0,0,, 2017,Jan , 23,2017-01-23,2017,0,35644.555435314,32166.1825602
di_temp,Fri Feb 10 13:44:30 CET 2017,UNKNOWN,yu0073,2157445657,138743347847,, 2017,Feb , 13,2017-02-13,2017.08333333333,138.743347847,1958.448207358,709.691306283
di_temp,Sat Jan 28 20:09:00 CET 2017,UNKNOWN,c34618,951286609,621232246723,, 2017,Jan , 20,2017-01-20,2017,621.232246723,35644.555435314,3093.41442856
di_temp,Wed Jan 18 23:55:07 CET 2017,UNKNOWN,c45301,0,0,, 2017,Jan , 23,2017-01-23,2017,0,35644.555435314,32166.1825602
